,Unnamed: 0,comment,sentimen
979,979,sdh sejak jaman soeharto,negatif
980,980,benar bagus ide nya bagi besar rakyat udah percaya dengan perintah takut uang nya korupsi emang paling aman ya kita aja nabung sendiri,positif
981,981,lama blm kepala koruptor kelas kakap dipenggaldidor perintah bakal susah dpt percaya rakyat,negatif
982,982,jelas lu ga salah bang masalah masyarakat indonesia udah ga percaya sama program perintah poin cuma satu sih korupsi,negatif
983,983,23 detik pertama gw udah ntidakak,negatif
984,984,3 buat nongki2 caffee buat beli rooookkooook buat jajan2 fastfood mehong mending rangin semua buat nabung tapera buat anak cucu asal ngga korup aja dana daaaan saran perintah buat dulu undang2 buat koruptor hukum mati lama atur buat koruptor bisa nikmat vvip penjara jangan heran kalo ada berita headline sangka korupsi tapera,negatif
985,985,tidak percaya pngelolaan pejabat2 qt,negatif
986,986,banyak rakyat ga beli rmh inflasi deflasi nilai mata uang kurang harga apa jd mahalrate naik gaji tahun 2 tdk banding dgn rate naik harga properti 1thn 20pajak sudah potong perintah dr rakyat malah korupsi uang harus balik utk manfaat rakyat subsidi tp sendat krna koruptor demo untung pribadikurangnya bijak tegas developer swasta naik harga biasa developer sengaja dilamain kerjain bangun harga naik supply lambat demand masuk terus padahal bahan material jg pake merk biasa sama aja kayak rmh subsidi cmn beda developer pake arsitek bagus ajadan banyak faktor lagiitu opini cmiiw,negatif
987,987,bpjs aja kalo pas rs anak tiri,negatif
988,988,kalo misal oke tapera sahin taun potong pertama rumah udah langsung di huni rumah jelas layak huni yaaaaa akan lu ngontrak tapi bayar negara gitu gw tuju tuju aja sih,negatif
989,989,tahun ke10 berita perintah kontroversial berturutturut akan terus lanjut semangat deh gas terus,positif
990,990,percaya lah tapera bakal d korupsi ga mgkn jujur i hate to admit it but it is what it is,positif
991,991,gw lebih pilih ai ngurus duit tapera perintah,negatif
992,992,buat nombokin apbn dpr uda bilang koko,negatif
993,993,kaga tahan korupsi pensiun tni aja korupsi perintah jokowi jor2an kumpulin dana rakyat,negatif
994,994,sih ikut kaya filipin cm hukum korupsi tegas sana,negatif
995,995,knpa klo rakyat ken punya rumah tabung dlu tpi kalo jabat cum lewat tunjang sja,negatif
996,996,terimakasih jelas bang raymond tolong banyak konten2 nasionalis kyk begini,positif
997,997,perintah sekarang udah kaya orang sakit ga pikir cerdas bukan sembuhin dulu sakit korupsi malah mikirin nyari duit,negatif
998,998,rate program tapera negara 20 mereka gaji bersih 10jtini indo udah gaji kecil banyak tukang korupsi saja warga gerogot,negatif
999,999,salah satu manfaat tapera ambil rumah subsidi cukup mengkawatirkan masalah kelola dana kasus asabri jiwasraya uu ampas aset dorong jaga percaya masyarakat,negatif
1000,1000,the problem is with trust koh haha,negatif
1001,1001,gw tuju mau potong berapa tp hukum mati koruptor terap gimana yang tuju,negatif
1002,1002,kalo kepingin rumah usaha sendiri jangan mau rumah pakai potong hak orang,negatif
1003,1003,sebenernya program nya udah bagus gw gk percaya ngelolanya indonesia banyak jabat korup,negatif
1004,1004,msalahnya klo rakyat percaya ama perintah lah perintah malah ngelunjak,negatif
1005,1005,pemerintahqn nepotisme penuh korupsi bikin program pala baru wkkwkw,negatif
1006,1006,karna indo banyak tikus jas,negatif
1007,1007,almarhum ibu ku dlu ikut bapetarum thn awal mulai skitar thn 90an,negatif
1008,1008,lama korupsi boomer boomer baby boomer millenial jabat politik ga percaya,negatif
1009,1009,assalamualaikum warahmatullahi wabarakatuhuh zikir harian1 subhanallah 2 alhamdulillah3 la illaha il allah 4 allahu akbar,positif
1010,1010,gua pernah tuju dgn program tapera trust issue perintah coba brani perintah buat atur hukum mati buat koruptor klo brani terap baru gua percaya tapera,positif
1011,1011,masalah utama perintah itu public relation komunikasi emang jelek mau buat program wow tp fundamental buruk,negatif
1012,1012,rasa program bisa jalan perintah berani kesah uu ampas aset jalan uu sebut dgn baik jujur baru tapera bisa percaya masyarakat,positif
1013,1013,tapera ngtidak ganti jadi tabung dana pensiun ajatapi tetap syarat kelola dg baik,negatif
1014,1014,tau kan alas uu pers kebut ngesahkansepertiny pemimpin2 sekarang orang2 ga dapet jatah kursi waktu zaman orba,negatif
1015,1015,isu ini nutupin program gagal perintah belum makin berat aja kerja pk prabowo buat ngebersihin sampah lama,negatif
1016,1016,benar program indonesia banyak bagus cuma sering implementasi buruk korupsi sama oknum2nya memang indo paling hebat kalo buat2 gabisa ngerawat,negatif
1017,1017,oke gas oke gas,negatif
1018,1018,hasil ane bawah 8 juta bahkan bawah 3 juta butuh perintah buat beli rumah perintah lama ribet tidak transparan lagi urus bank kustodiannya,negatif
1019,1019,program bagus apa klo percaya thd perintah gk ya sma aja boong,negatif
1020,1020,terima kasih koh raymond utk jelas,positif
1021,1021,ngeri ya,negatif
1022,1022,perintah gagal kelola negara baiktapera awas siapa,negatif
1023,1023,perintah nih bikin peraturankebijakan baru nih ikutin yarakyat lah aturankebijakan kemarin gimana pak kan kelar urusannyapemerintah wes meluno waepemerintah kek usaha kepengennganggep rakyat bodoh bukan ngtidak mau nurut ama bijak perintah cuman sudah terlalu sering bohong perintah ngebuat bagi kami rasa muak,negatif
1024,1024,jual cilok cuman tertawa lihat program tapera cuman tuju bpjs sehat aja hasil bersih 300rb hari suruh setor 3 yo ora sudi,positif
1025,1025,klo jadi sistem jalan mau ga mau ikut aja klo perintah ga amanah kami tagih akhirat,negatif
1026,1026,bakal korupsi fix dah,negatif
1027,1027,taperum memang kasih jawa barat kasih alhamdulilah taperum cair kalau pensiun pada ambil,negatif
1028,1028,program sangat bagus cara jangka panjang jadi tata kelola ekosistem ruang hidup benar mungkin konsep di milik perintah sangat lemah di tuju segi biaya harus yang jadi tuju rumah sendiri dapat relevan efek entas masalah ekonomi sosial adakan lomba konsep program nya sekaligus uji kopetensi pak gibran kalau saya insya allah mohon ridho nya amin biaya pakai sistem mmt,positif
1029,1029,tabung rumah tp kok narik nya cm bs pas pensiunbeli makam kali,negatif
1030,1030,benar taperum tapera sama simpan uang buat pensiun cuma beda sekarang jadi beban dulu asa sudah 30 thn taperum orang potong awal 7000 rb terus 8000 rb sekarang 10000 rb ringan kan cuma memang dapat 7 juta seperti uang ketemu 7 juta lumayan coba tapera jangan 3 presen tetap 10000 rb engga beban,negatif
1031,1031,hahaha bukan program indonesia emas,positif
1032,1032,rumah biar nyari sendiri layan publik tingkat stop pajak udah sejahtra rakyat,negatif
1033,1033,rakyat rakyatdari rakyat perintah,positif
1034,1034,masyarakat sudah trauma percaya ada istilah kelola baik tetap rakyat tidak percaya korupsi rajalela jangan harap rakyat mau percaya mending uang tabung beli rumah cash nabung 20 tahun tidak masalah pasti,negatif
1035,1035,program tipu tipu doang tuh yangb ujung ujung jadi ladang korupsi perintah bukan berantas korupsi eh malah nambah ladang bisa korupsi,negatif
1036,1036,suka ko solusi instan coba solusi jangka panjang scope lebih luas misal banyakin loker tingkatin kualitas sdm,positif
1037,1037,tetgantung ngelola,negatif
1038,1038,tuju bagus top indonesia ujung bila berjalanbuat semua di korupsi sakit korupsi,negatif
1039,1039,duit tentara aja korupsi lah duit rakyat jelata,negatif
1040,1040,harus miskin koruptor tapera,negatif
1041,1041,endingnya jauh jauh jadi asabri jiwasraya taspen kalo kalian liat org2 menteri bentuk kayak gimana makin kaga percaya deh,negatif
1042,1042,kalau tahun ajuin kpr apa pake bi cecking yakmohon cerah,negatif
1043,1043,program bagus rawan korupsipengen percaya rakyatsahkan dulu ampas aset hukum mati koruptormasak nabung paksa dana uap aja makan tikus sia sia dong nabungbukan shodaqoh orang kaya hati miskinditambah gaji gw 13jt kalo potong 3 umr kota 35jt sangat rasa gw mau ngorbanin makan dana gw hilang gitu ajaditambah usaha bisa diam diam potong gaji full 3 sesuai bagi tera uu tapera,negatif
1044,1044,aku ikhlas ikut tapera kalo kopruptor hukum mati lama koruptor bisa lambai tangan senyum senyum ada orang miskin tambah miskin,negatif
1045,1045,hadeeuuhujung2 nya trust issue perintah sistem udah lanjur bobrokyaaa rakyat gimana mau percayaa,negatif
1046,1046,tapera iur wajib gotong royong ikn aduh gaji bulan potong 50 dech,negatif
1047,1047,mantap takelinenya,negatif
1048,1048,klo kualitas pimpin negara makin buruk tinggal tunggu perang sipil,negatif
1049,1049,baca komen banyak trust issue nya kasus korupsi gilir calon mau ngasih solusi kait korupsi cara miskin koruptor lewat ruu ampas aset malah lebih milih calon ngasih solusi cara naikin gajih pejabatjangan kasih w label apa atas komen w di atas,negatif
1050,1050,philipina punya sumber daya alam apa laut ngtidak luas kitatapi kelola dana rakyat hasil rakyat puasnegara benar lebih itu bila sda di kelola benar sesuai uud 45,positif
1051,1051,ayok korupsi tapera biar makin lama rakyat nya makin ilang,negatif
1052,1052,tapera uda aja ga jelas banyak blm balik duit ehh lanjut swasta ikut wkwkwkyaaa mah cuma nyumbang negara aja eh nyumbang koruptor ga mungkin ga korup kann duit gede bosss kwkwkwk,negatif
1053,1053,buat sudah punya rumah gimana koh raymond apa bakal kena tapera,negatif
1054,1054,harus indonesia lebih baik dr filipina bang indonesia kelola sda nya scr mandiri tdk kelola investor investor asing aseng maaf ada rumah bg rakyat ga perlu bikin bijak tabung paksa bg rakyat krn kaya sda indonesia cukup biaya rumah bg rakyat dng harga murah tp kualitas hal sebut sulit jk sistem negara terap d negeri kapitalis liberalis dipake yang jadi negara lepas tangan penuh butuh primer khusus rumah dng beban biaya kpd rakyat negara cuma jd regulator fasilitator sj,positif
1055,1055,kok perintah jokowi korupsi patut aja anak jadi wakil presiden adik gibran jadi menteri,negatif
1056,1056,lama korupsi koruptor rajalela akan pernah percaya sama2 program2 kayak gin,negatif
1057,1057,respek buat pak sby tolak uu tapera gk jelas potensi rugi rakyat pak jokowi yaa jelas butuh banget tapera buat ikn utk bangga diri sendiri wkwk,negatif
1058,1058,benar hampir semua program perintah bagus cuma kelola aja kek kntl,negatif
1059,1059,negara indonesia asai bagi besar oknum jabat maling ambil peras uang rakyar indonesia maju mimpiii negara asai maling,negatif
1060,1060,paling dasar ada percaya rakyat uang paksa tarik perintah sesuai janji perintah korupsi indonesia amat sangat jijik bukan kata khawatir jijik sama koruptor lebih jijik sama tangan mereka 10 koruptor paling banyak 2 orang di adil jadi mau bagaimana bagus program initetap tidak akan rubah mindset kelas tengah gaji 1012 juta aneka potong pajak plus sudah punya kpr rumah non subsidi berat,negatif
1061,1061,tentang tapera klompoknya megawati karna bikin ide sebut jokowi,negatif
1062,1062,ngapain aja udah 2 periodelanjut jo get aah,negatif
1063,1063,problem utama cuma 1 aja sihtrust issue pemerintahudah,negatif
1064,1064,htiungan program rumah taperong udah ga relevan bahas tu malaka project sama jerome polim mungkin ga dana taperong pakai buat program makan siang gratis buat bangun ikn,negatif
1065,1065,permisi mas indonesia potong pajak sudah hampir 35 utk pegawai swasta kalo plus plus potong lain bisa sampe 41 tp hanya impact pegawai kantoranburuh pegawai bukan free lancer agent marketing artist,negatif
1066,1066,korupsi tinggi sdm rendah,negatif
1067,1067,sri mulyani jenius,positif
1068,1068,sorry gw percaya dg program2 perintah kalo tetap korupsi bahkan kasus korupsi bumn aja kelar,negatif
1069,1069,eh klo jujur sangat lah bagus bijak,positif
1070,1070,bukan program kami tapi orang kelola kami benci,negatif
1071,1071,masalah perintah sini ga dipercayapajak aja ga terlalu asa manfaat golong menengahgol bawah terus aja enak subsidi terus,negatif
1072,1072,lah paman bibi gw aja dua pegawai pns guru muda ampe tua udah jadi almarhum dibalikin uang dulu nama bapertarum kasi bgt rumah dapet uang tidak balik,negatif
1073,1073,apa bagus noh pns sulit cair tapera cuma buat korupsi kaya esemka,negatif
1074,1074,kelola tapera ambil gaji berapa sih,negatif
1075,1075,ujungujungnya rampok koruptor,negatif
1076,1076,nah benar lohbukan rakyat ga mau tanya semua rakyat benar utk rakyat ujung sulit jamin nya apa rakyat bisa rakyat pasti percy ameka ragam program dr pemerintahitu dia,negatif
1077,1077,negara luar pajak tinggi rakyat makmur negara wakanda pajak tinggi koruptor kolusi makin makmur mikir,negatif
1078,1078,udahlah kalau aku udah percaya 100 ma perintah udah banyak bobrok banyak kong kali kongdari mamk polisi jaksa tidak yang percaya udahlah rakyat kecil jalan aja biar tuhan hukum yang mendzalimi rakyat indonesia soal tapera tidak yakin kelola baik bagai kasus negara udah cerita gimana jalan perintah,negatif
1079,1079,konten sangat buka mata ku bahawa indonesia ada orang2 pintar cerdas bukan bikin konten hoax harap channel konten terus subur buka mata rakyat,positif
1080,1080,luar trust issue kkn benar bikin acak acak konsep sendiri jelas ketika tanya lah kalau dah jalan target bawah 8 juta kapan dapet rumah situ aja sulit jawab ngomongin return investment kata benefit si tabung mulia dapet hasil pupu tumpang tindih program bpjs tk proses kembali gimana cara duit puter masak investment ada rencana benefit jibun syarat tentu sangat restriktif 8 juta pun itungan mana 10 juta aja sekarang susah 15 juta keluarga anak sekolah udah susah turut gw sudah hapus aja uu pp lebih optimal bpjs tk dana bpjs tk investasi wajib kan benar optimal aja dulu masuk bujuk usaha ikut buruh bpjs tk dulukenyataannya potong pegawai swasta usaha swasta negara gede luar pajak potong di luar pajak benefit swasta sendiri asuransi iur organisasi rata2 itu 1920 jht jp bpjs sehat jkk jkm tambah iur organisasi asuransi total 25 makany banyak utama dari usaha pegawai swasta buruh bilang program masuk akal dan hanya tambah beban rakyat potong besar tambah ada di badan yang otomatis carut marut koneksi antar institusi negara bakal jadi koneksi contoh nanti naik iur,negatif
1081,1081,thanks jelas analisis yang cari,negatif
1082,1082,asuransi hilang 2 pd awas ojk lama korupsi bisa tindak hanya beri sanksi ringangsaya percaya demgan program perintah,negatif
1083,1083,tabung peras rakyat,negatif
1084,1084,hello chin ur rad,negatif
1085,1085,mon sama2 orang finance lo liat deh money supply naik 10x lipat 10 tahun kalo money supply naik impactnya apa iya harga asset naik incl properti lah flpp tapera impactnya apa nambahin money supply impactnya makin tinggi harga properti ujung2nya makin ga jangkau harga rumah,negatif
1086,1086,ujung2 nya buat bayar hutang negara jatuh tempo,negatif
1087,1087,enak bget ngomongnya,negatif
1088,1088,hampir mayoritas mungkin seluruh masyarakat indonesia tuju program 1 nabung kok paksa harus bebas aja mau ikut monggo ngtidak mau ikut monggo 2 trust masyarakat perintah soal kelola danadana udah ngtidak karena ajar kasuskasus belum se logic sih program ini harus kaji ulang,negatif
1089,1089,jenius jidat gosong xlawong tapera milik asntni polri bae korupsiapalagi tapera milik kaum karyawan buruh perintah omong kosong bijak nya,negatif
1090,1090,indonesia darurat korupsi,negatif
1091,1091,betul banget mas percaya blm masalah berantas korupsi sgt bertele2x ga jelas ada good will kuat dr perintah kait korupsipolitik dinasti nepotisme korupsi makin rajalela bumn jd ajang bancak sapi perah kuasa dukung aja duit negara dipake buat bansos kampanye gila2xan mana percaya milih aja byk ga percaya yang ga milih,negatif
1092,1092,uang korupsi pak,negatif
1093,1093,rahasia investor ikn sesuai harap jd ambil dr tapera,positif
1094,1094,sahkan uu hukum mati koruptor silah lanjut program tapera lama koruptor hukum mati jangan harap rakyat indonesia dukung program tapera,negatif
1095,1095,baik perintah yang bikin rumah sewain rakyat dgn harga murah jangan suruh beli ngeredit bikin bean hidup rakyat,positif
1096,1096,satu kurang tapera transparansi tabung tiap orang nama nabung mesti lihat saldo dong walaupun tidak guna bunga tetap harus bisa buka profit dapat jangka waktu tentu kalau pakai mekanisme investasidari sini aja lihat niat jahat kelola tapera kalo bersih ngapain takut buka,positif
1097,1097,hukum mati koruptor,negatif
1098,1098,benerin dulu koruptor rajalela bagai tambang kena pt antam tambang timah sekarang air racun tambang minyak korupsi lewat 23 buat perintah 2 buat korupsi inti bantai aja para koruptor baru benahin negara,negatif
1099,1099,aemua program perintah bgs blt sub bbm bansos bos masuk tapera gua dukung bpjs gua ikut kel1 gua bayar tiap bulan 4org tip ga pernah telatmasalahnya dr semua korupsi bukan rakyak nikmat seluruh tp juatru mafia2 korupsi lebih nikmat takut program sdh disain korupsi fitnah sblm jadi bukan fitnah mau apa ujung2 korupsi semua bahkan bantu covid kmrn program bagus tp kaya blm jabat blm siap lihat alir uang meja tanpa meja basah,negatif
1100,1100,watak dasar orang indonesia emang didik korup sejak sd ajar bohong contoh kecil contek kalau generasi masih nyontek rakyat indonesia korup,negatif
1101,1101,masalah tingkat percaya masyarakat saya turun pemerintahdari banyak kasus muncul tv isu iniisu usah jauh2 deh kasus 271t aja ada kabarkasus emas antamdari kasus aja uang korup bisa bgt buat bantu rakyatitu aja tidak buka kasus kopi sianida kasus vinaharusnya kasus2 terus sorot masyarakat jelas2 tau tu gera duit bagaiamana hukum kasus bagaiamana271t kasus antam cukup bgt buat bangun papua jadi lebih rata kota2 pula lainskrg gaya2an bikin tapera halaahhh capeeee,negatif
1102,1102,jangan bp tapera kelas mk aja diobok2 kpk nya aja ketua malah gratifikasi,negatif
1103,1103,jadi tapera udah ikut bapertarum aja denger banyak belum dapet hasil potong,negatif
1104,1104,jadi curiga harus wajib heran,negatif
1105,1105,moga ganti kewarganegaraan jadi singapura malaysia filipina australia selandia baru amin,negatif
1106,1106,inti masyarakat ngg mau uang korupsi aja,negatif
1107,1107,ngomongnya kelola manajer kustodian tp komisioner bocor halus sendiri bilang dana taperanya buat jadi jamin utk terbit surat utang negara sorry deh perintah ga percaya,negatif
1108,1108,nilai cair kecil bilang bagai bantu uang muka beli,positif
1109,1109,gitu ngtidak negara bikin channel youtube trus warga sekian milyar wajib nonton lumayan dapet hasil luar,positif
1110,1110,berapa potong ndk jadi masalah asal korupsi,negatif
1111,1111,bang raymond program pemrintah ga korupsi apa sih cba tunjukin 1 aja deh,positif
1112,1112,mending gausah,negatif
1113,1113,jelas terlalu kecinaaan,negatif
1114,1114,genius emg biar korup lebih,negatif
1115,1115,bukan ga percaya perintah ga percaya sm kelola hbs dr channel malaka project dijelasin jg prediksi hitung realistis ga,negatif
1116,1116,mantap coy tambah gede derita rakyat indonesia tapera program jenius perintah prabowo subianto djojohadikusumo mantap coy tapera perang konflik rakyat indonesia jadi makan paling lezat makan paling empuk bisnis dagang media sosial bukti makin panas didih hingga jadi adon bisnis dagang ranking peringkat media sosial buat psikologi emosi dapat dapat uang duit kontan sangat banyak sekali bisnis dagang media sosial bukti makin panas didih hingga bisnis dagang scalping saham goreng mata uang duit kontan peluang sempat untung besar masuk jebak batman,positif
1117,1117,kancane yo pikir no kalau enak duit kalau rakyat mau peras kayak gitu aja gimana rakyat mau maju,negatif
1118,1118,bener kata kakak masalah utama distrust krn track recordnya ud jelek benar kalau kayak di filipina bagus gk restriktif kayak selain tabung paksa juga nyumbang paksa lha kita middle class ngga dpt benefitnya buat apa utk jamin hari tua udah jht wajar ragu2 tingkat dewa yah,negatif
1119,1119,tiru filipina aja cuma hasil 200rb aja peras parah sama negara nya cuma sisa 10rb negara jajah gin lah,negatif
1120,1120,betuil betulkorupsinya berantas lebih pentingterlalu banyak bisa koruphobi biasa,negatif
1121,1121,outubef9dun5bimi bener tuh malaysia 20 persen lebih kayak itung2ngan jerome polin hehehe yaaaa rakyat bakal alih2 naikin pajak kali hehehe,positif
1122,1122,tuju banget taperakalau 1 koruptor seluruh indonesia hukum mati2 keluarga koruptor miskin asing di tempat pencil,negatif
1123,1123,kok si kepala keluarga sayang anak dimasukin wajah thumbnail bang owh gw ngerti kok wkwk,negatif
1124,1124,gampang nya bpjs aja nombok kok mau coba2 tapera kalo hasil kelola uang bpjs baru cerita tapera,negatif
1125,1125,bukan nya nabung tp malak rampok,negatif
1126,1126,klo ngomongin investasi arti ngomongin trust naro duit reksadana karena percaya manager investasi udah liat track recordklo track recordnya kaya asabri jiwasraya orang jadi ogah juga naro duit sana mana jadi wajib klo ngtidak ikut malah kena sanksikenapa ngtidak ngasih opsi buat naro duit obligasi negara aja,negatif
1127,1127,kasus korupsi bumn1 jiwasraya2 taspen3 waskita karya4 asabri5 pt timah6 krakatau steel7 garuda indonesia8 graha telkomujung2nya rugi rakyat oknum penjara sita aset juga remisi bagaimana publik percaya,negatif
1128,1128,saran nya baik perintah benah diri dulu,negatif
1129,1129,nah dia sudah lanjur percaya sama petinggi maka itu ga tuju sama program inicapek bro kalau ujung korupsi uang mana hukum ga beres banyak curang lainhuhh harap suatu di masa depan gebrak benar negeri entah apa ituayolah masa kayak gin terus,negatif
1130,1130,kaya buat masyarakat konoha penting makan gratis sih bang,positif
1131,1131,mah akal2ana perintah buat buka peluang korupsi,positif
1132,1132,beda china vs indo korupsi hukum mati indo manjain kokoh,negatif
1133,1133,tapera apalahjeniuspekerja digerusindonesia korupsi triliun mana percaya cobadamn mao pindah negara silah inflasi korupsi si bea cukai belanda sebenernya ngga yang nama ny ngejajah cuma indonesia cuma korup sama pejabatny broo gw gaakan percaya bro klo jabat indo,negatif
1134,1134,tapera apalahjeniuspekerja digerusindonesia korupsi triliun mana percaya cobadamn mao pindah negara silah inflasi korupsi si bea cukai belanda sebenernya ngga yang nama ny ngejajah cuma indonesia cuma korup sama pejabatny broo,negatif
1135,1135,ngeri dahini bahasa kasar nya maksa halus1112 bpjsklw ikut bisa itudan sakit di sulit urus kenegaraanklw memang rakyatbiar kan rakyat gerak hati nurani ikut daftar sendiri2 paksa,negatif
1136,1136,hukum mati buat koruptor dulu baru tapera,negatif
1137,1137,negara tetangga beri jamin masa tua negeri sendiri kasih jamin jabat senangsemua program perintah tuju rakyat untung jabat,positif
1138,1138,bang kalau korupsi hukum end hidup baru negara bakal maju masyarakat bakal percaya program2 ini,positif
1139,1139,gua tuju tapera sah asal uu ampas harta hukum mati buat koruptor ikut sah titiktapera paksa siap2 rakyat turun jalan,negatif
1140,1140,ga usah jauh2program perintah transparan sampe bocil sd akses info aja ga bisa,negatif
1141,1141,bisa gua liat kayak pemerinttah minta rakyat turun jalan,negatif
1142,1142,jaman milenial atur kolonial,negatif
1143,1143,beneran ga sih tapera kata bakal pinjem buat nutupin defisit apbn,negatif
1144,1144,inti indonesia siap,negatif
1145,1145,mudah2an buzzer pd tobatdan pd cerdas cerdashihihi,positif
1146,1146,paling ujung korupsi,negatif
1147,1147,tidak pasang foto jokowi bang thumbnailnya,negatif
1148,1148,apa tidak korupsi indo pgas tins antam telkom itu tahu mungkin yh tidak tahu nya rata,negatif
1149,1149,bg negara udah kaya ngapain potong2 dan negara negara korupsi mau uang di korup,negatif
1150,1150,waktu berontak,negatif
1151,1151,bansos aja korup tapera kelas proyek rumah,negatif
1152,1152,nyala abang,negatif
1153,1153,tumpang tindih dg bpjs pd skema samanaikin aja iuaran bpjsnyabiar negara hemat biaya operatorsatu operator cukupbanyak operator jd lahan korupsi,negatif
1154,1154,dah percaya sama perintah,positif
1155,1155,full daging as always,negatif
1156,1156,senyum tipis intro know this mf being sarcastic good job bang bongkar terus lucu negara,positif
1157,1157,masalah nya rakyat indonesia ga percaya sama jabat perintah bom undag2 korupsi hukum gantung lama uu koruptor hukum mati blom situ lah rakyat indonesia ga percaya sama perintah sudah2 duir nya ilang aja,negatif
1158,1158,negara konoha korupsi bahkan korupsi negara konoha jadi kita lahir jadi korupsi jadi urat nadi konoha,negatif
1159,1159,tapera investasi bodong,negatif
1160,1160,tuju tapera belum masalah perintah wajib kembali trust masyarakat hilang lebih,negatif
1161,1161,inilahtekanan akibat rendah dapat warga tak imbang tinggi biaya hidup picu turun kwalitas hidup timpang sosialdulu bangun rumah ideal bahan kayu batakini bahan bangun gudang jadi standart ideal bangun tempat tinggaldulu teori bola salju ala orde baru angkat bagai selamat nyatannya gagal totalpegawai perintah beri banyak insentif rangkap jabatanhasilnyaefisensi kerja tercapaikwalitas hasil kerja makin buruk dapat gaji siapa kerja siapapenguasaan aset justru tumpuk atas kering bawahmasyarakat ekonomi kuat justru daya lemah lewat alih fungsi lahan harga tanah makin tinggiakibatnya kerja formal non formal makin termarjinalkanpengemplang pajak bahyak kasih longgar regulasiakibatnya pekerja2 formalnon formal makin marjinal sejahtera sosial negeri kata ekonomi pancasila yang amal kapitalisme hibridarumah rakyat banyak buat borong tengkulak,negatif
1162,1162,kalau udah urus uang kelola transparan juga laku bisnis alir dana nya puter mana margin berapa lapor tahun easily accessible mereka paksa tabung td tau uang aman dapetin percaya rakyat situ dulu baru rakyat mau kerja sama bangun negri indonesia sejak 10 tahun mgkn lebih rakyat struggle sendiri trust kikis perlahan rakyat jengah,positif
1163,1163,jangan kan tapera wajib pajak untuk orang tengah atas dapat bantu perintah usah bilang tapera buat jamin masa tua lohhh asa wajib pajak di mulai orang tua sebelum2 nya tidak pernah peser jamin masa tua perintah khusus nya warga indonesia,negatif
1164,1164,sebenernya niat bagus tapi saya pribadi rencana beli rumah harga naik tahun tahun tinggal apartemen kos bisa hidup lebih masalah percaya antar masyarakat perintah ni terus terang tidak ada obat,negatif
1165,1165,58 nyusahin orang,negatif
1166,1166,problem paling gede di 331,negatif
1167,1167,emng 58 nyusahin orang,negatif
1168,1168,emng 58 nyusahin orang,negatif
1169,1169,susah mau percaya ideide perintah ide berantas korupsi sampai kini cuma batas slogan omdo koruptor nyaman indoesia bagus apa program perintah akan roboh koruptor,negatif
1170,1170,benar program bagus saja rakyat hilang percaya perintah sebab banyak oknum perintah tangkap kasus korupsi sulit kembali percaya rakyat,negatif
1171,1171,akhir ada tapera akhir jadi resesi daya beli masyarakat turun 30,negatif
1172,1172,negara laku konsep rupa negara yang tingkat korupsi minim australia singapore kalau konoha tingkat korupsi stadium 4 bro triliun ratus triliun jadi berapa rumah tu,positif
1173,1173,bijak bagus apa akan jadi bagus kalo selenggara negara wakanda terima nasib toh kalian mayoritas pilih manusia jadi pimpin,negatif
1174,1174,gila umur 38 klo mau nabung tapera umur nerapa saya bisa nikmat sedang gaji sama keluar pas2an buat hidup,positif
1175,1175,bagus kalo korupsi gitu aja sih bang kalo hukum mati laku korupsi dana haji aja korupsi progam ginian udah jengah ilang percaya rakyat duit rakyat di korupsi terus,negatif
1176,1176,pertama kantor cuma 1 jakarta itu ga tahu lokasi pns pensiunmeninggal dunia pernah diberitahu t4p3ra uang krmana kalau ga ingatin ga bakal cair dasar konoha,negatif
1177,1177,masalah bang cuma rakyat kecil doang nih bisa ambil bagai rakyat tengah bener2 cekik peras parah,negatif
1178,1178,tambah peras rayap,negatif
1179,1179,jogetin aja okee gass okee gass,negatif
1180,1180,inti program bagus kalau kelola baikyang sudah2 korupsi,negatif
1181,1181,bukan facelift pr aja hitung mashook,negatif
1182,1182,jiwasraya asuransi gw ga di refund jawab simple aja udah bankrupt kantor udah ga tapera big no,negatif
1183,1183,tapera adalah alat baik buruk gantung penggunatapera tabung tp kok dipaksatapera cara langsung himpun dana masyarakat btw banyak sekali kasus korupsi dana pensiun tentara dikorupsijadi anda tidak percaya perintah taperayup dua nyaaaaa ha ha ha ha ha,negatif
1184,1184,turut sih konsep bagus pegang uang loh jabat perut udah puncit makan uamg haram aku lebih percaya semua itu jahat jilat maling ajg buncit semua ngga yang benaritu dana tapera aku yakin banget pakai bangun raja jokoei ikn investor yang dia bilang bakal masuk ngga mau invest ikn makanya dana yang pakai,negatif
1185,1185,plagiat,negatif
1186,1186,program nya memang tujuanya positif bagusini cuma tidak percaya masyarakat sama kelola birokrasi biasa sulit,negatif
1187,1187,ide tapera bagustapi rekam jejak lembaga uang perintah mencuritidakan,negatif
1188,1188,1 pasti atur hukum sangat mewah temu tengah marak ratifikasi alias edit edit atur buat satu golong rakyat tertentu2 janji terlalu manis justru jadi bukti kuat pancing curiga absolut rakyat sudah muak makan janji,negatif
1189,1189,banyak lapang kerja dulu baru deh perintah ngurusin begini,negatif
1190,1190,kerass rakyat teken bawah tetep susah wkwk,negatif
